caldt,vwretd,ewretd
20040630,0.019488,0.030320
20040730,-0.032954,-0.043144
20040831,0.003807,-0.002948
20040930,0.010817,0.027570
20041029,0.014973,0.024507
20041130,0.040559,0.058717
20041231,0.033734,0.037578
20050131,-0.023824,-0.029473
20050228,0.021152,0.020327
20050331,-0.017240,-0.012797
20050429,-0.018926,-0.030961
20050531,0.031994,0.048563
20050630,0.001717,0.014499
20050729,0.037364,0.051383
20050831,-0.009159,-0.009789
20050930,0.008067,0.008281
20051031,-0.015673,-0.023467
20051130,0.038289,0.043744
20051230,-0.000060,0.008022
20060131,0.026426,0.041378
20060228,0.002425,0.002951
20060331,0.012909,0.017915
20060428,0.012064,0.010538
20060531,-0.028319,-0.028304
20060630,0.001587,-0.001960
20060731,0.005571,-0.014294
20060831,0.024150,0.030420
20060929,0.026487,0.026354
20061031,0.032528,0.036768
20061130,0.018385,0.025339
20061229,0.013768,0.008267
20070131,0.015318,0.023825
20070228,-0.019288,-0.003043
20070330,0.010894,0.007339
20070430,0.043991,0.043294
20070531,0.034459,0.032550
20070629,-0.016620,-0.018468
20070731,-0.031197,-0.045079
20070831,0.015094,0.000895
20070928,0.037468,0.024308
20071031,0.017360,0.013447
20071130,-0.041382,-0.049793
20071231,-0.006116,-0.016719
20080131,-0.061166,-0.045038
20080229,-0.031419,-0.029501
20080331,-0.003400,-0.012729
20080430,0.048629,0.052409
20080530,0.012986,0.025677
20080630,-0.082819,-0.098259
20080731,-0.007306,-0.003641
20080829,0.014955,0.028359
20080930,-0.085467,-0.103388
20081031,-0.166981,-0.207562
20081128,-0.073512,-0.103635
20081231,0.011995,0.044007
20090130,-0.082615,-0.078402
20090227,-0.103584,-0.116939
20090331,0.087634,0.109438
20090430,0.094230,0.184857
20090529,0.054640,0.062487
20090630,0.002476,-0.004651
20090731,0.074482,0.093928
20090831,0.034751,0.057829
20090930,0.036534,0.052527
20091030,-0.018259,-0.034448
20091130,0.060257,0.054502
20091231,0.018983,0.048224
20100129,-0.035751,-0.030955
20100226,0.030426,0.043365
20100331,0.061014,0.071014
20100430,0.015977,0.028049
20100528,-0.080111,-0.073486
20100630,-0.053525,-0.061839
20100730,0.070451,0.073614
20100831,-0.045434,-0.048286
20100930,0.090383,0.104307
20101029,0.038726,0.035946
20101130,-0.000051,0.008205
20101231,0.067054,0.072134
20110131,0.023349,0.021935
20110228,0.032508,0.041109
20110331,0.000625,0.009007
20110429,0.029441,0.031626
20110531,-0.011313,-0.005579
20110630,-0.016545,-0.019098
20110729,-0.019828,-0.035333
20110831,-0.054322,-0.063472
20110930,-0.070238,-0.090694
20111031,0.109023,0.134450
20111130,-0.002727,-0.006582
20111230,0.009427,0.001153
20120131,0.045206,0.056398
20120229,0.043340,0.041965
20120330,0.032866,0.023131
20120430,-0.006034,-0.007804
20120531,-0.059790,-0.070752
20120629,0.041465,0.038297
20120731,0.014363,0.002866
20120831,0.022744,0.030790
20120928,0.025120,0.024009
20121031,-0.017837,-0.007577
20121130,0.005326,0.013640
20121231,0.008508,0.024486
20130131,0.052361,0.065471
20130228,0.013013,0.011986
20130328,0.037584,0.042925
20130430,0.019621,0.015737
20130531,0.023120,0.028394
20130628,-0.013601,-0.010495
20130731,0.050672,0.055144
20130830,-0.029207,-0.027829
20130930,0.031660,0.040402
20131031,0.046268,0.042828
20131129,0.030817,0.023739
20131231,0.025950,0.029739
20140131,-0.034666,-0.029735
20140228,0.045757,0.053918
20140331,0.008056,0.007246
20140430,0.006555,0.003358
20140530,0.023309,0.023075
20140630,0.020635,0.028313
20140731,-0.013974,-0.022524
20140829,0.039777,0.042780
20140930,-0.013928,-0.025297
20141031,0.023972,0.029874
20141128,0.027631,0.024246
20141231,-0.002473,0.003469
20150130,-0.029430,-0.028079
20150227,0.057008,0.058624
20150331,-0.014993,-0.008459
20150430,0.009101,0.003948
20150529,0.012522,0.008756
20150630,-0.019343,-0.021924
20150731,0.021297,0.009476
20150831,-0.060086,-0.053687
20150930,-0.024547,-0.033593
20151030,0.083448,0.073634
20151130,0.003373,0.002899
20151231,-0.015247,-0.025283
20160129,-0.049100,-0.055963
20160229,-0.001742,0.011832
20160331,0.067340,0.081025
20160429,0.003747,0.012821
20160531,0.018487,0.014480
20160630,0.002675,-0.000108
20160729,0.036571,0.043329
20160831,0.001247,0.002249
20160930,0.000446,0.000625
20161031,-0.017958,-0.024156
20161130,0.035790,0.051613
20161230,0.019199,0.010788
