PERMNO,date,PRC
17778,20110826,104764.00000
17778,20110829,109340.00000
17778,20110830,108715.00000
17778,20110831,109769.00000
17778,20110901,107228.00000
17778,20110902,104000.00000
17778,20110906,102575.00000
17778,20110907,106120.00000
17778,20110908,104500.00000
17778,20110909,102272.00000
17778,20110912,103800.00000
17778,20110913,103460.00000
17778,20110914,104400.00000
17778,20110915,106300.00000
17778,20110916,107100.00000
17778,20110919,104308.00000
17778,20110920,104535.00000
17778,20110921,101250.00000
17778,20110922,100000.00000
17778,20110923,100320.00000
17778,20110926,108449.00000
17778,20110927,108020.00000
17778,20110928,106500.00000
17778,20110929,109200.00000
17778,20110930,106800.00000
17778,20111003,105800.00000
17778,20111004,110300.00000
17778,20111005,110100.00000
17778,20111006,110800.00000
17778,20111007,108100.00000
17778,20111010,111520.00000
17778,20111011,110200.00000
17778,20111012,111930.00000
17778,20111013,111550.00000
17778,20111014,112200.00000
17778,20111017,109690.00000
17778,20111018,112600.00000
17778,20111019,111440.00000
17778,20111020,113650.00000
17778,20111021,116329.00000
17778,20111024,116150.00000
17778,20111025,113630.00000
17778,20111026,117100.00000
17778,20111027,120380.00000
17778,20111028,120000.00000
17778,20111031,116950.00000
17778,20111101,113649.00000
17778,20111102,116479.00000
17778,20111103,118300.00000
17778,20111104,115806.00000
17778,20111107,115600.00000
17778,20111108,117200.00000
17778,20111109,113325.00000
17778,20111110,114102.00000
17778,20111111,115461.00000
17778,20111114,113921.00000
17778,20111115,114001.00000
17778,20111116,112212.00000
17778,20111117,111700.00000
17778,20111118,112890.00000
17778,20111121,112200.00000
17778,20111122,112200.10156
17778,20111123,110525.00000
17778,20111125,111300.00000
17778,20111128,113805.00000
17778,20111129,113000.00000
17778,20111130,118500.00000
17778,20111201,116925.00000
17778,20111202,116475.00000
17778,20111205,117500.00000
17778,20111206,117425.00000
17778,20111207,118240.00000
17778,20111208,115750.00000
17778,20111209,116235.00000
17778,20111212,114625.00000
17778,20111213,113700.00000
17778,20111214,113200.00000
17778,20111215,112400.00000
17778,20111216,112325.00000
17778,20111219,111316.00000
17778,20111220,114069.00000
17778,20111221,114425.00000
17778,20111222,115250.00000
17778,20111223,116530.00000
17778,20111227,115962.00000
17778,20111228,114800.00000
17778,20111229,115325.00000
17778,20111230,114755.00000
17778,20120103,116320.00000
17778,20120104,115210.00000
17778,20120105,115650.00000
17778,20120106,114500.00000
17778,20120109,114500.00000
17778,20120110,115900.00000
17778,20120111,116914.00000
17778,20120112,117850.00000
17778,20120113,116520.00000
17778,20120117,116950.00000
17778,20120118,118215.00000
17778,20120119,119360.00000
17778,20120120,119775.00000
17778,20120123,118830.00000
17778,20120124,117574.00000
17778,20120125,119950.00000
17778,20120126,119450.00000
17778,20120127,119211.00000
17778,20120130,117925.00000
17778,20120131,117925.00000
17778,20120201,117800.00000
17778,20120202,118120.00000
17778,20120203,119800.00000
17778,20120206,119840.00000
17778,20120207,119875.00000
17778,20120208,119475.00000
17778,20120209,118855.00000
17778,20120210,117980.00000
17778,20120213,119230.00000
17778,20120214,118475.00000
17778,20120215,116910.00000
17778,20120216,118340.00000
17778,20120217,119190.00000
17778,20120221,119375.00000
17778,20120222,118170.00000
17778,20120223,119000.00000
17778,20120224,120000.00000
17778,20120227,120350.00000
17778,20120228,119265.00000
17778,20120229,117934.00000
17778,20120301,118360.00000
17778,20120302,117434.00000
17778,20120305,118895.00000
17778,20120306,117855.00000
17778,20120307,118005.00000
17778,20120308,118430.00000
17778,20120309,119065.00000
17778,20120312,119235.00000
17778,20120313,121250.00000
17778,20120314,121074.00000
17778,20120315,122000.00000
17778,20120316,122190.00000
17778,20120319,122115.00000
17778,20120320,122189.00000
17778,20120321,121740.00000
17778,20120322,121479.00000
17778,20120323,122170.00000
17778,20120326,123555.00000
17778,20120327,122659.00000
17778,20120328,122775.00000
17778,20120329,122490.00000
17778,20120330,121900.00000
17778,20120402,122693.00000
17778,20120403,122357.00000
17778,20120404,121750.00000
17778,20120405,121295.00000
17778,20120409,119700.00000
17778,20120410,118195.00000
17778,20120411,118725.00000
17778,20120412,120173.00000
17778,20120413,118385.00000
17778,20120416,119525.00000
17778,20120417,121310.00000
17778,20120418,119750.00000
17778,20120419,119050.00000
17778,20120420,118580.00000
17778,20120423,118294.00000
17778,20120424,119700.00000
17778,20120425,119756.00000
17778,20120426,120700.00000
17778,20120427,120925.00000
17778,20120430,120800.00000
17778,20120501,122185.00000
17778,20120502,121775.00000
17778,20120503,121800.00000
17778,20120504,121950.00000
17778,20120507,123676.00000
17778,20120508,123744.00000
17778,20120509,122560.00000
17778,20120510,122950.00000
17778,20120511,122795.00000
17778,20120514,121675.00000
17778,20120515,121425.00000
17778,20120516,121800.00000
17778,20120517,120850.00000
17778,20120518,119850.00000
17778,20120521,120220.00000
17778,20120522,120550.00000
17778,20120523,120455.00000
17778,20120524,120217.00000
17778,20120525,119500.00000
17778,20120529,120133.00000
17778,20120530,119250.00000
17778,20120531,118850.00000
17778,20120601,119845.00000
17778,20120604,119183.00000
17778,20120605,118905.00000
17778,20120606,120741.00000
17778,20120607,121175.00000
17778,20120608,122000.00000
17778,20120611,120715.00000
17778,20120612,121740.00000
17778,20120613,120855.00000
17778,20120614,122600.00000
17778,20120615,123375.00000
17778,20120618,123275.50000
17778,20120619,124440.00000
17778,20120620,123750.00000
17778,20120621,121744.00000
17778,20120622,122670.00000
17778,20120625,120700.00000
17778,20120626,122129.00000
17778,20120627,122950.00000
17778,20120628,123435.00000
17778,20120629,124945.00000
17778,20120702,125495.00000
17778,20120703,125500.00000
17778,20120705,124810.00000
17778,20120706,123897.60156
17778,20120709,124901.00000
17778,20120710,124985.00000
17778,20120711,125936.00000
17778,20120712,125321.00000
17778,20120713,126625.00000
17778,20120716,125937.00000
17778,20120717,127655.00000
17778,20120718,127389.00000
17778,20120719,126995.00000
17778,20120720,125730.00000
17778,20120723,125458.00000
17778,20120724,125470.00000
17778,20120725,126000.00000
17778,20120726,127150.00000
17778,20120727,127735.00000
17778,20120730,127950.00000
17778,20120731,127445.00000
17778,20120801,127400.00000
17778,20120802,126290.00000
17778,20120803,128479.00000
17778,20120806,127789.00000
17778,20120807,127020.00000
17778,20120808,127000.00000
17778,20120809,126800.00000
17778,20120810,127175.00000
17778,20120813,127380.00000
17778,20120814,127375.00000
17778,20120815,127007.00000
17778,20120816,127655.00000
17778,20120817,128880.00000
17778,20120820,128600.00000
17778,20120821,128000.00000
17778,20120822,128605.00000
17778,20120823,127800.00000
17778,20120824,128224.89844
17778,20120827,128198.00000
17778,20120828,127502.00000
17778,20120829,126800.00000
17778,20120830,126183.00000
17778,20120831,126559.89844
17778,20120904,126279.00000
17778,20120905,127770.00000
17778,20120906,129597.00000
17778,20120907,129942.00000
17778,20120910,129700.00000
17778,20120911,130170.00000
17778,20120912,130150.00000
17778,20120913,132851.00000
17778,20120914,133000.00000
17778,20120917,132685.00000
17778,20120918,132898.00000
17778,20120919,133300.00000
17778,20120920,133816.00000
17778,20120921,134584.00000
17778,20120924,133034.00000
17778,20120925,132485.00000
17778,20120926,132490.00000
17778,20120927,132408.20313
17778,20120928,132700.00000
17778,20121001,133000.00000
17778,20121002,133227.00000
17778,20121003,134065.00000
17778,20121004,135281.00000
17778,20121005,135555.00000
17778,20121008,135400.00000
17778,20121009,133880.00000
17778,20121010,133065.59375
17778,20121011,133013.00000
17778,20121012,132502.00000
17778,20121015,133605.00000
17778,20121016,134850.00000
17778,20121017,135766.00000
17778,20121018,135400.00000
17778,20121019,133841.00000
17778,20121022,132609.00000
17778,20121023,130570.00000
17778,20121024,130445.00000
17778,20121025,130582.00000
17778,20121026,129725.00000
17778,20121031,129505.00000
17778,20121101,131400.00000
17778,20121102,130550.00000
17778,20121105,130300.00000
17778,20121106,130673.00000
17778,20121107,128359.00000
17778,20121108,126900.00000
17778,20121109,127585.00000
17778,20121112,128160.00000
17778,20121113,128925.00000
17778,20121114,128150.00000
17778,20121115,128178.00000
17778,20121116,129344.89844
17778,20121119,130000.00000
17778,20121120,130203.00000
17778,20121121,131310.00000
17778,20121123,132606.00000
17778,20121126,132410.90625
17778,20121127,132004.00000
17778,20121128,132291.00000
17778,20121129,131875.00000
17778,20121130,131916.00000
17778,20121203,131890.00000
17778,20121204,130890.00000
17778,20121205,131444.00000
17778,20121206,131240.00000
17778,20121207,131090.00000
17778,20121210,130788.00000
17778,20121211,130831.00000
17778,20121212,134000.00000
17778,20121213,134200.00000
17778,20121214,133795.00000
17778,20121217,134850.00000
17778,20121218,135700.00000
17778,20121219,135200.00000
17778,20121220,135936.00000
17778,20121221,134800.00000
17778,20121224,134660.00000
17778,20121226,133927.00000
17778,20121227,133900.00000
17778,20121228,133000.00000
17778,20121231,134060.00000
17778,20130102,139610.00000
17778,20130103,140549.00000
17778,20130104,140803.09375
17778,20130107,140190.00000
17778,20130108,141000.00000
17778,20130109,140000.00000
17778,20130110,141768.00000
17778,20130111,141525.00000
17778,20130114,143000.00000
17778,20130115,143205.00000
17778,20130116,142964.00000
17778,20130117,143484.00000
17778,20130118,143502.00000
17778,20130122,144805.00000
17778,20130123,145568.00000
17778,20130124,146227.00000
17778,20130125,147290.00000
17778,20130128,146720.00000
17778,20130129,146495.00000
17778,20130130,145505.00000
17778,20130131,145875.00000
17778,20130201,147086.20313
17778,20130204,145010.00000
17778,20130205,146825.00000
17778,20130206,146735.00000
17778,20130207,146260.00000
17778,20130208,146374.00000
17778,20130211,145835.00000
17778,20130212,147125.00000
17778,20130213,147750.00000
17778,20130214,149240.00000
17778,20130215,150141.00000
17778,20130219,152498.00000
17778,20130220,151000.00000
17778,20130221,150500.00000
17778,20130222,152009.00000
17778,20130225,149900.00000
17778,20130226,148320.00000
17778,20130227,151916.00000
17778,20130228,152600.00000
17778,20130301,152750.00000
17778,20130304,152955.00000
17778,20130305,154425.00000
17778,20130306,155095.00000
17778,20130307,155210.00000
17778,20130308,155411.20313
17778,20130311,155978.00000
17778,20130312,154346.00000
17778,20130313,155431.00000
17778,20130314,155990.00000
17778,20130315,153500.00000
17778,20130318,153241.00000
17778,20130319,152571.00000
17778,20130320,153397.00000
17778,20130321,153000.00000
17778,20130322,153741.00000
17778,20130325,153784.00000
17778,20130326,155707.59375
17778,20130327,154630.00000
17778,20130328,156280.00000
17778,20130401,155253.50000
17778,20130402,157550.00000
17778,20130403,156400.00000
17778,20130404,157557.00000
17778,20130405,156330.00000
17778,20130408,158000.00000
17778,20130409,157570.00000
17778,20130410,159400.00000
17778,20130411,159935.00000
17778,20130412,160525.00000
17778,20130415,157000.00000
17778,20130416,161000.00000
17778,20130417,157700.00000
17778,20130418,154526.00000
17778,20130419,157861.00000
17778,20130422,157342.00000
17778,20130423,159980.00000
17778,20130424,159950.00000
17778,20130425,161025.00000
17778,20130426,160618.00000
17778,20130429,159700.00000
17778,20130430,159000.00000
17778,20130501,159699.00000
17778,20130502,160857.00000
17778,20130503,162904.00000
17778,20130506,164990.00000
17778,20130507,164690.00000
17778,20130508,166272.70313
17778,20130509,166100.00000
17778,20130510,167780.00000
17778,20130513,167380.00000
17778,20130514,169267.00000
17778,20130515,168940.00000
17778,20130516,167303.00000
17778,20130517,169400.00000
17778,20130520,169200.00000
17778,20130521,169189.00000
17778,20130522,167600.00000
17778,20130523,166980.00000
17778,20130524,166020.00000
17778,20130528,168400.00000
17778,20130529,169402.00000
17778,20130530,172200.00000
17778,20130531,171300.00000
17778,20130603,170911.00000
17778,20130604,169850.00000
17778,20130605,167400.00000
17778,20130606,169877.00000
17778,20130607,172900.00000
17778,20130610,172875.00000
17778,20130611,170150.00000
17778,20130612,169195.00000
17778,20130613,172604.00000
17778,20130614,171259.00000
17778,20130617,172710.00000
17778,20130618,172581.00000
17778,20130619,170952.00000
17778,20130620,167900.00000
17778,20130621,168200.00000
17778,20130624,166439.00000
17778,20130625,168314.00000
17778,20130626,169360.00000
17778,20130627,169326.00000
17778,20130628,168600.00000
17778,20130701,169622.00000
17778,20130702,168799.00000
17778,20130703,168976.00000
17778,20130705,172201.00000
17778,20130708,172500.00000
17778,20130709,173741.00000
17778,20130710,172605.00000
17778,20130711,175644.00000
17778,20130712,175505.00000
17778,20130715,175877.00000
17778,20130716,175849.00000
17778,20130717,176341.00000
17778,20130718,177678.00000
17778,20130719,178275.00000
17778,20130722,178223.00000
17778,20130723,177249.00000
17778,20130724,174581.00000
17778,20130725,175441.00000
17778,20130726,175926.00000
17778,20130729,174505.00000
17778,20130730,173566.00000
17778,20130731,173900.00000
17778,20130801,175700.00000
17778,20130802,176500.00000
17778,20130805,177300.00000
17778,20130806,176855.00000
17778,20130807,175200.00000
17778,20130808,176551.00000
17778,20130809,175100.00000
17778,20130812,175748.00000
17778,20130813,175725.00000
17778,20130814,174755.00000
17778,20130815,172799.90625
17778,20130816,173122.00000
17778,20130819,171501.09375
17778,20130820,173000.00000
17778,20130821,170800.00000
17778,20130822,172206.00000
17778,20130823,171320.40625
17778,20130826,171000.50000
17778,20130827,167350.00000
17778,20130828,168585.50000
17778,20130829,168050.00000
17778,20130830,167050.00000
17778,20130903,167993.00000
17778,20130904,168259.00000
17778,20130905,168240.59375
17778,20130906,167565.00000
17778,20130909,168880.00000
17778,20130910,170489.40625
17778,20130911,171340.00000
17778,20130912,170000.00000
17778,20130913,170155.00000
17778,20130916,172500.00000
17778,20130917,173299.00000
17778,20130918,175005.00000
17778,20130919,175825.50000
17778,20130920,175000.00000
17778,20130923,173539.90625
17778,20130924,172500.00000
17778,20130925,173368.00000
17778,20130926,173600.00000
17778,20130927,172210.00000
17778,20130930,170410.00000
17778,20131001,171028.00000
17778,20131002,171500.00000
17778,20131003,169995.00000
17778,20131004,170743.00000
17778,20131007,169455.00000
17778,20131008,167452.00000
17778,20131009,168205.00000
17778,20131010,172485.00000
17778,20131011,173605.00000
17778,20131014,174200.00000
17778,20131015,171920.00000
17778,20131016,174872.00000
17778,20131017,175286.00000
17778,20131018,175400.00000
17778,20131021,175120.00000
17778,20131022,176140.00000
17778,20131023,174600.00000
17778,20131024,175021.00000
17778,20131025,175435.00000
17778,20131028,175400.00000
17778,20131029,175991.00000
17778,20131030,174340.00000
17778,20131031,172994.79688
17778,20131101,173122.50000
17778,20131104,172089.00000
17778,20131105,171754.00000
17778,20131106,172220.00000
17778,20131107,171090.00000
17778,20131108,173201.00000
17778,20131111,173485.00000
17778,20131112,171211.00000
17778,20131113,172150.00000
17778,20131114,173320.00000
17778,20131115,174300.00000
17778,20131118,173810.00000
17778,20131119,173760.20313
17778,20131120,172480.00000
17778,20131121,174621.00000
17778,20131122,174850.00000
17778,20131125,173311.00000
17778,20131126,174840.00000
17778,20131127,174625.00000
17778,20131129,174750.00000
17778,20131202,172940.00000
17778,20131203,172131.00000
17778,20131204,173500.00000
17778,20131205,173000.00000
17778,20131206,174940.00000
17778,20131209,175735.00000
17778,20131210,173470.00000
17778,20131211,171630.00000
17778,20131212,171500.00000
17778,20131213,171100.00000
17778,20131216,171139.00000
17778,20131217,170420.00000
17778,20131218,174250.00000
17778,20131219,174649.00000
17778,20131220,175600.00000
17778,20131223,175898.00000
17778,20131224,176010.00000
17778,20131226,176900.00000
17778,20131227,177160.00000
17778,20131230,177069.20313
17778,20131231,177900.00000
17778,20140102,176320.00000
17778,20140103,176336.00000
17778,20140106,174500.00000
17778,20140107,174195.00000
17778,20140108,173284.00000
17778,20140109,172965.00000
17778,20140110,172540.00000
17778,20140113,170893.29688
17778,20140114,172250.00000
17778,20140115,173665.00000
17778,20140116,172773.00000
17778,20140117,172350.00000
17778,20140121,172500.00000
17778,20140122,172895.00000
17778,20140123,170310.00000
17778,20140124,168500.00000
17778,20140127,168210.90625
17778,20140128,169212.00000
17778,20140129,168748.00000
17778,20140130,170450.00000
17778,20140131,169511.90625
17778,20140203,165265.00000
17778,20140204,164817.00000
17778,20140205,164075.09375
17778,20140206,166000.00000
17778,20140207,169010.00000
17778,20140210,169120.00000
17778,20140211,170515.00000
17778,20140212,170140.00000
17778,20140213,172222.00000
17778,20140214,172425.00000
17778,20140218,172292.00000
17778,20140219,170080.00000
17778,20140220,169844.00000
17778,20140221,170120.00000
17778,20140224,170006.00000
17778,20140225,170721.00000
17778,20140226,170473.00000
17778,20140227,171730.00000
17778,20140228,173708.00000
17778,20140303,174500.00000
17778,20140304,177989.09375
17778,20140305,178655.00000
17778,20140306,182175.00000
17778,20140307,183772.00000
17778,20140310,186400.00000
17778,20140311,187101.00000
17778,20140312,187750.00000
17778,20140313,185750.00000
17778,20140314,183860.00000
17778,20140317,185050.00000
17778,20140318,184860.00000
17778,20140319,183860.00000
17778,20140320,186540.00000
17778,20140321,187850.00000
17778,20140324,186520.00000
17778,20140325,186587.00000
17778,20140326,184540.00000
17778,20140327,185200.00000
17778,20140328,185149.00000
17778,20140331,187350.09375
17778,20140401,187213.00000
17778,20140402,186759.00000
17778,20140403,186287.00000
17778,20140404,185753.00000
17778,20140407,184700.00000
17778,20140408,184640.00000
17778,20140409,185897.00000
17778,20140410,183402.00000
17778,20140411,182759.50000
17778,20140414,183212.00000
17778,20140415,185640.00000
17778,20140416,188900.00000
17778,20140417,190639.00000
17778,20140421,189482.00000
17778,20140422,190720.00000
17778,20140423,190800.00000
17778,20140424,190500.00000
17778,20140425,190686.00000
17778,20140428,191400.00000
17778,20140429,192545.00000
17778,20140430,193275.00000
17778,20140501,193483.00000
17778,20140502,192255.00000
17778,20140505,189790.00000
17778,20140506,187375.00000
17778,20140507,191550.00000
17778,20140508,190100.00000
17778,20140509,190883.00000
17778,20140512,191115.00000
17778,20140513,191826.00000
17778,20140514,191420.00000
17778,20140515,189371.00000
17778,20140516,190210.00000
17778,20140519,190400.00000
17778,20140520,189201.00000
17778,20140521,189975.00000
17778,20140522,190535.00000
17778,20140523,190205.00000
17778,20140527,191300.00000
17778,20140528,191356.00000
17778,20140529,192300.00000
17778,20140530,192000.00000
17778,20140602,191748.00000
17778,20140603,190417.00000
17778,20140604,190766.00000
17778,20140605,192100.00000
17778,20140606,192895.00000
17778,20140609,191917.00000
17778,20140610,192306.70313
17778,20140611,192357.00000
17778,20140612,190950.00000
17778,20140613,189520.00000
17778,20140616,189250.00000
17778,20140617,188990.00000
17778,20140618,190675.00000
17778,20140619,190491.00000
17778,20140620,190500.00000
17778,20140623,189900.00000
17778,20140624,190171.00000
17778,20140625,190660.09375
17778,20140626,190576.00000
17778,20140627,190559.00000
17778,20140630,189900.50000
17778,20140701,190500.00000
17778,20140702,191499.00000
17778,20140703,193600.00000
17778,20140707,193000.00000
17778,20140708,192400.00000
17778,20140709,193040.00000
17778,20140710,192500.00000
17778,20140711,192900.00000
17778,20140714,193380.00000
17778,20140715,192776.00000
17778,20140716,192072.00000
17778,20140717,189811.00000
17778,20140718,192487.00000
17778,20140721,193030.00000
17778,20140722,192640.00000
17778,20140723,192205.00000
17778,20140724,192441.00000
17778,20140725,191224.90625
17778,20140728,192580.00000
17778,20140729,191158.00000
17778,20140730,191716.00000
17778,20140731,188124.00000
17778,20140801,189279.00000
17778,20140804,194305.00000
17778,20140805,192499.00000
17778,20140806,193700.00000
17778,20140807,194001.00000
17778,20140808,196253.00000
17778,20140811,198000.00000
17778,20140812,199562.00000
17778,20140813,199609.00000
17778,20140814,202850.00000
17778,20140815,201227.00000
17778,20140818,202419.00000
17778,20140819,202600.00000
17778,20140820,202388.00000
17778,20140821,205159.00000
17778,20140822,203532.00000
17778,20140825,204579.00000
17778,20140826,204577.00000
17778,20140827,204741.00000
17778,20140828,204040.00000
17778,20140829,205880.00000
17778,20140902,206740.00000
17778,20140903,206438.00000
17778,20140904,206820.00000
17778,20140905,206700.00000
17778,20140908,207200.00000
17778,20140909,205305.00000
17778,20140910,206750.00000
17778,20140911,206850.00000
17778,20140912,205635.00000
17778,20140915,207110.00000
17778,20140916,207745.00000
17778,20140917,209000.09375
17778,20140918,212075.09375
17778,20140919,212000.00000
17778,20140922,208900.00000
17778,20140923,208445.00000
17778,20140924,209850.00000
17778,20140925,206000.00000
17778,20140926,208133.00000
17778,20140929,207321.00000
17778,20140930,206900.00000
17778,20141001,204855.00000
17778,20141002,206250.00000
17778,20141003,208750.00000
17778,20141006,208585.00000
17778,20141007,205035.00000
17778,20141008,209950.00000
17778,20141009,205850.00000
17778,20141010,205150.00000
17778,20141013,204913.09375
17778,20141014,206025.00000
17778,20141015,203800.00000
17778,20141016,202000.09375
17778,20141017,205505.00000
17778,20141020,205850.00000
17778,20141021,208330.00000
17778,20141022,206525.00000
17778,20141023,208109.00000
17778,20141024,209251.00000
17778,20141027,209222.00000
17778,20141028,210570.00000
17778,20141029,209600.20313
17778,20141030,209030.59375
17778,20141031,210000.00000
17778,20141103,211100.00000
17778,20141104,213000.00000
17778,20141105,214155.00000
17778,20141106,214800.00000
17778,20141107,214970.00000
17778,20141110,217500.00000
17778,20141111,217352.70313
17778,20141112,218101.00000
17778,20141113,219300.00000
17778,20141114,218023.00000
17778,20141117,218540.00000
17778,20141118,218868.00000
17778,20141119,218544.90625
17778,20141120,218250.00000
17778,20141121,219935.00000
17778,20141124,221052.79688
17778,20141125,221725.00000
17778,20141126,222411.00000
17778,20141128,223065.00000
17778,20141201,222525.00000
17778,20141202,225000.00000
17778,20141203,224485.00000
17778,20141204,225214.70313
17778,20141205,225640.00000
17778,20141208,227800.00000
17778,20141209,225334.00000
17778,20141210,223650.00000
17778,20141211,224800.00000
17778,20141212,219000.00000
17778,20141215,219073.00000
17778,20141216,218460.00000
17778,20141217,222800.00000
17778,20141218,229300.00000
17778,20141219,227886.00000
17778,20141222,227720.00000
17778,20141223,227630.00000
17778,20141224,226515.00000
17778,20141226,226500.00000
17778,20141229,228165.00000
17778,20141230,228255.00000
17778,20141231,226000.00000
17778,20150102,223600.00000
17778,20150105,220980.00000
17778,20150106,220450.00000
17778,20150107,223480.00000
17778,20150108,226680.00000
17778,20150109,224675.00000
17778,20150112,222424.40625
17778,20150113,223000.00000
17778,20150114,221878.00000
17778,20150115,221510.00000
17778,20150116,223615.00000
17778,20150120,222636.00000
17778,20150121,220895.00000
17778,20150122,224915.00000
17778,20150123,223751.00000
17778,20150126,224184.00000
17778,20150127,221511.00000
17778,20150128,217160.00000
17778,20150129,219998.00000
17778,20150130,215865.00000
17778,20150202,220100.00000
17778,20150203,222183.00000
17778,20150204,221026.90625
17778,20150205,224560.00000
17778,20150206,224880.00000
17778,20150209,223999.90625
17778,20150210,225140.00000
17778,20150211,224392.90625
17778,20150212,224460.00000
17778,20150213,222555.00000
17778,20150217,223300.00000
17778,20150218,222800.00000
17778,20150219,221495.00000
17778,20150220,223100.00000
17778,20150223,221000.00000
17778,20150224,223405.00000
17778,20150225,222855.00000
17778,20150226,222250.00000
17778,20150227,221180.00000
17778,20150302,220365.00000
17778,20150303,219000.00000
17778,20150304,217612.00000
17778,20150305,219500.00000
17778,20150306,218811.00000
17778,20150309,220499.90625
17778,20150310,217400.00000
17778,20150311,217500.00000
17778,20150312,219898.00000
17778,20150313,217118.00000
17778,20150316,219502.00000
17778,20150317,218599.90625
17778,20150318,219699.00000
17778,20150319,218000.00000
17778,20150320,218300.00000
17778,20150323,218646.00000
17778,20150324,217005.00000
17778,20150325,217000.00000
17778,20150326,216240.00000
17778,20150327,217000.09375
17778,20150330,219700.00000
17778,20150331,217500.00000
17778,20150401,216300.00000
17778,20150402,216500.00000
17778,20150406,216275.00000
17778,20150407,215500.00000
17778,20150408,214828.00000
17778,20150409,215522.70313
17778,20150410,215211.00000
17778,20150413,215950.00000
17778,20150414,214420.00000
17778,20150415,214675.09375
17778,20150416,214350.00000
17778,20150417,212982.00000
17778,20150420,214100.00000
17778,20150421,213440.00000
17778,20150422,214789.00000
17778,20150423,214740.00000
17778,20150424,214490.00000
17778,20150427,212585.00000
17778,20150428,215150.00000
17778,20150429,214400.00000
17778,20150430,213400.00000
17778,20150501,215800.00000
17778,20150504,219290.00000
17778,20150505,218000.09375
17778,20150506,216620.00000
17778,20150507,218720.00000
17778,20150508,222880.00000
17778,20150511,219550.00000
17778,20150512,217800.00000
17778,20150513,217200.00000
17778,20150514,219270.00000
17778,20150515,218640.00000
17778,20150518,219125.29688
17778,20150519,220400.00000
17778,20150520,219526.00000
17778,20150521,218280.00000
17778,20150522,217000.00000
17778,20150526,215700.00000
17778,20150527,217440.00000
17778,20150528,217580.00000
17778,20150529,214800.00000
17778,20150601,215400.00000
17778,20150602,214820.00000
17778,20150603,214600.00000
17778,20150604,212585.39063
17778,20150605,211560.00000
17778,20150608,210000.00000
17778,20150609,209700.00000
17778,20150610,211400.00000
17778,20150611,211940.00000
17778,20150612,210760.00000
17778,20150615,209300.00000
17778,20150616,209760.00000
17778,20150617,210150.00000
17778,20150618,214050.00000
17778,20150619,212199.90625
17778,20150622,212580.00000
17778,20150623,211900.00000
17778,20150624,210500.00000
17778,20150625,209600.00000
17778,20150626,209900.00000
17778,20150629,205000.00000
17778,20150630,204850.00000
17778,20150701,206365.00000
17778,20150702,205923.00000
17778,20150706,205500.00000
17778,20150707,208150.00000
17778,20150708,206186.00000
17778,20150709,207740.09375
17778,20150710,209800.00000
17778,20150713,211720.00000
17778,20150714,211767.00000
17778,20150715,213800.00000
17778,20150716,215950.00000
17778,20150717,215960.00000
17778,20150720,216480.00000
17778,20150721,215796.00000
17778,20150722,215380.00000
17778,20150723,213520.00000
17778,20150724,212032.29688
17778,20150727,210725.00000
17778,20150728,215091.00000
17778,20150729,214320.00000
17778,20150730,214745.00000
17778,20150731,214000.00000
17778,20150803,213500.00000
17778,20150804,214150.00000
17778,20150805,215201.00000
17778,20150806,215650.00000
17778,20150807,215462.70313
17778,20150810,215300.00000
17778,20150811,214500.00000
17778,20150812,213000.00000
17778,20150813,213185.00000
17778,20150814,213981.00000
17778,20150817,213300.00000
17778,20150818,212100.00000
17778,20150819,210660.00000
17778,20150820,207862.00000
17778,20150821,202500.00000
17778,20150824,196005.00000
17778,20150825,194199.90625
17778,20150826,200499.90625
17778,20150827,204940.00000
17778,20150828,205344.00000
17778,20150831,202531.00000
17778,20150901,198144.29688
17778,20150902,199360.00000
17778,20150903,199665.00000
17778,20150904,196501.00000
17778,20150908,200600.00000
17778,20150909,196875.00000
17778,20150910,197639.00000
17778,20150911,198329.00000
17778,20150914,197598.00000
17778,20150915,199305.04688
17778,20150916,199415.00000
17778,20150917,198100.00000
17778,20150918,192200.00000
17778,20150921,197022.00000
17778,20150922,195386.00000
17778,20150923,194479.00000
17778,20150924,193800.00000
17778,20150925,194620.00000
17778,20150928,193305.00000
17778,20150929,193621.00000
17778,20150930,195240.00000
17778,20151001,195739.00000
17778,20151002,195500.00000
17778,20151005,198561.00000
17778,20151006,196720.00000
17778,20151007,199000.00000
17778,20151008,200616.00000
17778,20151009,199650.00000
17778,20151012,200000.00000
17778,20151013,198578.00000
17778,20151014,196899.00000
17778,20151015,200499.00000
17778,20151016,200469.00000
17778,20151019,200695.00000
17778,20151020,201480.00000
17778,20151021,199900.00000
17778,20151022,206020.00000
17778,20151023,206584.00000
17778,20151026,205380.00000
17778,20151027,203280.00000
17778,20151028,206940.00000
17778,20151029,206816.90625
17778,20151030,204596.00000
17778,20151102,207745.00000
17778,20151103,206704.00000
17778,20151104,206120.00000
17778,20151105,204694.00000
17778,20151106,203100.00000
17778,20151109,201000.00000
17778,20151110,201754.00000
17778,20151111,202355.00000
17778,20151112,199371.00000
17778,20151113,197825.00000
17778,20151116,199800.00000
17778,20151117,200045.00000
17778,20151118,204280.00000
17778,20151119,204901.00000
17778,20151120,204600.00000
17778,20151123,203779.00000
17778,20151124,203360.00000
17778,20151125,202285.00000
17778,20151127,201624.00000
17778,20151130,201360.00000
17778,20151201,204945.00000
17778,20151202,202930.00000
17778,20151203,198801.00000
17778,20151204,204500.00000
